campaign_id,channel,spend_usd,impressions,clicks,installs,signups,first_purchase,repeat_purchase,revenue_usd,category,avg_position,search_volume,seo_conv_rate,ctr,cpc,cac,roas,install_to_signup_rate,signup_to_first_rate,first_to_repeat_rate,repeat_rate
CAMP_001,Instagram Influencer,1613.32,18986,3827,933,433,55,325,7145.37,Home Decor,40.4,47732,2.88,0.20156957758348257,0.4215625816566501,29.33309090909091,4.428984950288846,0.4640943193997856,0.12702078521939955,5.909090909090909,5.909090909090909
CAMP_002,Organic Search,559.41,17666,1563,247,181,382,268,1814.35,Astrology Services,14.8,40081,2.46,0.08847503679384128,0.35790786948176584,1.4644240837696334,3.2433277917806262,0.7327935222672065,2.110497237569061,0.7015706806282722,0.7015706806282722
CAMP_003,Meta Ads,1125.62,43660,2181,1031,83,527,498,1761.08,Supplements,9.7,28569,4.11,0.04995419147961521,0.5161027051811096,2.1359013282732446,1.564542207849896,0.08050436469447139,6.349397590361446,0.9449715370018975,0.9449715370018975
CAMP_004,Instagram Influencer,1266.35,8561,1863,801,1173,108,404,9710.6,Skin Care,37.8,24322,4.9,0.2176147646303002,0.6797369833601717,11.725462962962963,7.668180202945474,1.4644194756554307,0.09207161125319693,3.740740740740741,3.740740740740741
CAMP_005,Instagram Influencer,283.61,31854,1729,193,657,754,146,7288.65,Astrology Services,40.5,20065,3.0,0.05427889746970553,0.16403123192596877,0.3761405835543767,25.69955220196749,3.4041450777202074,1.147640791476408,0.19363395225464192,0.19363395225464192
CAMP_006,Organic Search,1293.58,43952,2238,658,616,46,464,890.14,Fitness Gear,49.5,18924,1.95,0.05091918456497998,0.5780071492403932,28.121304347826086,0.6881213376830192,0.9361702127659575,0.07467532467532467,10.08695652173913,10.08695652173913
CAMP_007,Meta Ads,506.94,27662,3502,1274,133,289,375,4288.8,Astrology Services,21.2,23556,0.7,0.12659966741378065,0.14475728155339807,1.7541176470588236,8.460172801514972,0.1043956043956044,2.172932330827068,1.2975778546712802,1.2975778546712802
CAMP_008,Meta Ads,317.09,13392,2437,1197,283,358,475,4618.45,Astrology Services,19.2,27962,4.66,0.18197431302270012,0.1301148953631514,0.8857262569832401,14.56510769812987,0.23642439431913115,1.265017667844523,1.3268156424581006,1.3268156424581006
CAMP_009,Instagram Influencer,1907.99,35535,1506,236,1165,506,147,7568.41,Supplements,39.0,29295,4.64,0.04238075137188687,1.266925630810093,3.770731225296443,3.9666926975508257,4.936440677966102,0.43433476394849785,0.29051383399209485,0.29051383399209485
CAMP_010,Google Ads,1938.14,18067,4229,1399,539,311,96,2883.18,Fitness Gear,17.7,14807,1.64,0.2340731720816959,0.45829746985102865,6.231961414790997,1.487601514854448,0.38527519656897785,0.5769944341372912,0.3086816720257235,0.3086816720257235
CAMP_011,Instagram Influencer,1655.12,28599,2875,513,128,190,358,2251.17,Astrology Services,46.6,43348,3.63,0.10052799048917795,0.5756939130434783,8.711157894736841,1.3601249456232782,0.24951267056530213,1.484375,1.8842105263157896,1.8842105263157896
CAMP_012,Instagram Influencer,748.3,40222,1482,1422,182,616,326,1268.29,Skin Care,43.1,27432,0.84,0.03684550743374273,0.5049257759784075,1.2147727272727271,1.6948950955499131,0.1279887482419128,3.3846153846153846,0.5292207792207793,0.5292207792207793
CAMP_013,Instagram Influencer,375.81,16837,909,709,943,108,292,4568.99,Skin Care,22.0,18749,1.25,0.05398824018530617,0.41343234323432343,3.479722222222222,12.157712673957585,1.3300423131170662,0.11452810180275716,2.7037037037037037,2.7037037037037037
CAMP_014,Instagram Influencer,1431.62,19039,4944,813,907,709,219,7040.75,Home Decor,37.8,42459,1.48,0.2596775040705919,0.2895671521035598,2.019210155148096,4.918029924141882,1.115621156211562,0.7816979051819184,0.30888575458392104,0.30888575458392104
CAMP_015,Organic Search,992.27,35818,4613,1004,367,125,451,1052.84,Fitness Gear,38.0,27256,1.83,0.12878999385783685,0.215102969867765,7.93816,1.0610418535277697,0.3655378486055777,0.3405994550408719,3.608,3.608
CAMP_016,Meta Ads,419.67,24115,3948,452,851,200,346,9194.53,Fitness Gear,6.1,41262,4.98,0.16371552975326562,0.10629939209726444,2.09835,21.908952272023257,1.8827433628318584,0.23501762632197415,1.73,1.73
CAMP_017,Organic Search,1091.32,15965,4979,1419,986,262,55,4702.35,Home Decor,45.2,38080,3.64,0.3118697150015659,0.21918457521590679,4.165343511450382,4.308864494373786,0.6948555320648344,0.2657200811359026,0.2099236641221374,0.2099236641221374
CAMP_018,Organic Search,261.9,29538,863,196,190,170,157,2777.98,Astrology Services,25.8,2324,2.23,0.029216602342744938,0.3034762456546929,1.5405882352941176,10.607025582283315,0.9693877551020408,0.8947368421052632,0.9235294117647059,0.9235294117647059
CAMP_019,Organic Search,1836.78,47530,2198,1221,830,265,190,1391.8,Fitness Gear,41.5,26731,3.82,0.046244477172312226,0.8356596906278435,6.9312452830188676,0.7577390868803013,0.6797706797706797,0.3192771084337349,0.7169811320754716,0.7169811320754716
CAMP_020,Instagram Influencer,665.8,10056,3645,913,427,332,67,2237.23,Skin Care,16.7,36909,4.62,0.36247016706443913,0.1826611796982167,2.005421686746988,3.360213277260439,0.46768893756845564,0.7775175644028103,0.20180722891566266,0.20180722891566266
CAMP_021,Google Ads,1392.54,37482,3943,538,845,137,194,9378.83,Skin Care,44.9,24803,4.81,0.10519716130409264,0.3531676388536647,10.164525547445255,6.735052494003763,1.570631970260223,0.1621301775147929,1.416058394160584,1.416058394160584
CAMP_022,Meta Ads,761.08,13110,1695,978,1188,27,129,6563.57,Supplements,20.1,20870,0.76,0.12929061784897025,0.44901474926253687,28.188148148148148,8.62402112787092,1.2147239263803682,0.022727272727272728,4.777777777777778,4.777777777777778
CAMP_023,Google Ads,1136.12,18773,3504,600,430,744,154,5408.61,Fitness Gear,1.5,35578,2.28,0.18665104138922922,0.32423515981735157,1.527043010752688,4.760597472098018,0.7166666666666667,1.7302325581395348,0.20698924731182797,0.20698924731182797
CAMP_024,Organic Search,1184.08,32266,3963,387,669,575,318,6742.56,Astrology Services,45.4,7588,0.98,0.12282278559474369,0.2987837496845824,2.059269565217391,5.694344976690765,1.7286821705426356,0.85949177877429,0.5530434782608695,0.5530434782608695
CAMP_025,Organic Search,532.74,22412,2053,921,1086,579,62,4638.89,Home Decor,5.5,39069,2.01,0.09160271283241121,0.25949342425718464,0.9201036269430052,8.707605961632316,1.1791530944625408,0.5331491712707183,0.1070811744386874,0.1070811744386874
CAMP_026,Google Ads,1945.25,38270,4859,690,717,332,346,7435.37,Home Decor,16.6,27790,1.26,0.12696629213483146,0.4003395760444536,5.859186746987952,3.8223210384269373,1.0391304347826087,0.4630404463040446,1.0421686746987953,1.0421686746987953
CAMP_027,Google Ads,1595.24,11910,1491,522,489,695,309,953.3,Astrology Services,47.6,26289,3.41,0.1251889168765743,1.0699128101945004,2.2953093525179855,0.5975903312354254,0.9367816091954023,1.4212678936605316,0.4446043165467626,0.4446043165467626
CAMP_028,Google Ads,1891.1,30446,3781,200,984,635,184,5877.35,Supplements,47.6,29178,2.25,0.12418708533140642,0.5001586881777307,2.978110236220472,3.1079001639257577,4.92,0.6453252032520326,0.28976377952755905,0.28976377952755905
CAMP_029,Organic Search,1810.69,5206,3657,1488,499,297,174,2007.14,Home Decor,29.1,29710,1.53,0.7024587014982713,0.49512988788624557,6.096599326599327,1.1084945518006948,0.3353494623655914,0.5951903807615231,0.5858585858585859,0.5858585858585859
CAMP_030,Organic Search,1276.22,26518,1836,1371,1075,672,330,1641.56,Fitness Gear,32.0,16485,1.7,0.06923599064786183,0.6951089324618737,1.8991369047619049,1.2862672579962702,0.7840991976659373,0.6251162790697674,0.49107142857142855,0.49107142857142855
CAMP_031,Meta Ads,1859.37,27361,3896,312,779,648,275,3747.86,Supplements,23.0,45482,2.12,0.14239245641606665,0.4772510266940451,2.869398148148148,2.0156612185847895,2.496794871794872,0.8318356867779204,0.4243827160493827,0.4243827160493827
CAMP_032,Meta Ads,359.29,28419,3199,193,67,164,58,1372.09,Fitness Gear,15.4,21652,1.67,0.11256553714064535,0.11231322288215068,2.1907926829268294,3.8188928163878755,0.3471502590673575,2.4477611940298507,0.35365853658536583,0.35365853658536583
CAMP_033,Organic Search,552.77,46523,3352,395,259,499,495,1394.49,Skin Care,17.1,5748,2.54,0.07205038368118995,0.16490751789976132,1.107755511022044,2.522730973099119,0.6556962025316456,1.9266409266409266,0.9919839679358717,0.9919839679358717
CAMP_034,Google Ads,281.41,27403,898,673,592,395,448,3458.43,Supplements,34.0,22233,0.65,0.0327701346567894,0.31337416481069047,0.7124303797468355,12.289648555488432,0.8796433878157504,0.6672297297297297,1.1341772151898735,1.1341772151898735
CAMP_035,Google Ads,785.59,23141,2360,1066,467,794,105,9805.35,Home Decor,37.9,10435,1.76,0.10198349250248477,0.3328771186440678,0.9894080604534006,12.481510711694396,0.43808630393996245,1.7002141327623126,0.13224181360201512,0.13224181360201512
CAMP_036,Meta Ads,899.62,19820,4297,930,56,113,485,2165.64,Supplements,39.8,4709,2.35,0.21680121089808274,0.20936001861764023,7.961238938053097,2.407283075076143,0.060215053763440864,2.017857142857143,4.292035398230088,4.292035398230088
CAMP_037,Organic Search,688.43,45342,4937,51,255,402,268,663.03,Supplements,39.7,31355,3.21,0.1088835957831591,0.1394429815677537,1.712512437810945,0.963104455064422,5.0,1.576470588235294,0.6666666666666666,0.6666666666666666
CAMP_038,Meta Ads,1691.73,11374,1054,946,827,255,57,7751.96,Supplements,5.5,14116,1.72,0.09266748725162652,1.6050569259962049,6.634235294117647,4.582267855981747,0.8742071881606766,0.3083434099153567,0.2235294117647059,0.2235294117647059
CAMP_039,Meta Ads,842.16,6678,3674,1377,313,185,64,8165.67,Supplements,25.2,26470,1.1,0.5501647199760408,0.22922155688622753,4.552216216216216,9.69610287831291,0.22730573710965868,0.5910543130990416,0.34594594594594597,0.34594594594594597
CAMP_040,Instagram Influencer,705.68,38827,1907,303,908,48,496,3789.89,Fitness Gear,3.8,43344,0.84,0.049115306358977,0.37004719454640794,14.701666666666666,5.370550391112119,2.9966996699669965,0.05286343612334802,10.333333333333334,10.333333333333334
CAMP_041,Instagram Influencer,1176.85,21198,2977,502,989,486,112,4914.4,Skin Care,27.9,43918,4.73,0.14043777714878763,0.39531407457171647,2.4215020576131687,4.175893274419,1.9701195219123506,0.4914054600606673,0.23045267489711935,0.23045267489711935
CAMP_042,Instagram Influencer,453.66,14914,1933,1110,482,691,9,6672.85,Astrology Services,22.6,40298,2.37,0.12960976263913102,0.23469218830832903,0.6565267727930536,14.708922981968875,0.43423423423423424,1.433609958506224,0.013024602026049204,0.013024602026049204
CAMP_043,Google Ads,1643.95,32890,3710,1233,1049,768,107,956.56,Supplements,44.5,43956,3.12,0.11280024323502584,0.4431132075471698,2.1405598958333334,0.5818668450986951,0.8507704785077048,0.7321258341277407,0.13932291666666666,0.13932291666666666
CAMP_044,Organic Search,334.19,27299,402,1064,845,547,200,9516.88,Home Decor,18.2,15683,4.64,0.014725814132385802,0.831318407960199,0.6109506398537478,28.47745294592896,0.7941729323308271,0.6473372781065089,0.3656307129798903,0.3656307129798903
CAMP_045,Organic Search,1976.4,48585,3455,58,688,417,266,8923.46,Supplements,6.7,1504,0.87,0.0711124832767315,0.5720405209840811,4.739568345323741,4.515007083586318,11.862068965517242,0.6061046511627907,0.6378896882494005,0.6378896882494005
CAMP_046,Organic Search,1590.04,48689,4418,1306,576,534,369,2978.49,Home Decor,8.0,34982,4.44,0.09073918133459304,0.35990040742417384,2.9776029962546815,1.8732170259867675,0.44104134762633995,0.9270833333333334,0.6910112359550562,0.6910112359550562
CAMP_047,Organic Search,557.69,47557,4696,1172,1102,515,484,645.39,Fitness Gear,38.3,35299,2.98,0.09874466429757975,0.11875851788756389,1.0828932038834953,1.1572558231275438,0.9402730375426621,0.4673321234119782,0.9398058252427185,0.9398058252427185
CAMP_048,Instagram Influencer,209.94,49020,966,865,46,45,376,9367.64,Home Decor,31.3,29016,1.24,0.0197062423500612,0.21732919254658384,4.665333333333333,44.62055825473945,0.05317919075144509,0.9782608695652174,8.355555555555556,8.355555555555556
CAMP_049,Google Ads,1667.83,7693,4589,257,187,694,354,5259.88,Astrology Services,6.0,24960,2.35,0.5965163135317821,0.363440836783613,2.40321325648415,3.1537266987642627,0.7276264591439688,3.7112299465240643,0.5100864553314121,0.5100864553314121
CAMP_050,Google Ads,1472.34,34467,2527,1204,506,29,51,5624.09,Skin Care,5.1,34591,4.0,0.07331650564307889,0.5826434507320933,50.77034482758621,3.8198310172922016,0.420265780730897,0.05731225296442688,1.7586206896551724,1.7586206896551724
